id_entrega,canton_destino,peso_kg,volumen_m3,distancia_km,num_paradas,hora_salida,lluvia_mm,tipo_vehiculo,experiencia_conductor_meses,carga_previa_pct,incidencias_registradas,entrega_tardia
ENT-00405,Loja ,320.9,1.146,87.3,4,13,0.3,camioneta,27.0,55.5,0,1
ENT-00385,Cariamanga,176.0,0.606,37.9,3,5,1.9,camion liviano,,27.0,2,1
ENT-02482,Machala,209.6,0.822,70.4,1,13,0.0,camion liviano,53.0,37.7,0,0
ENT-02153,Macara,109.4,0.643,58.7,9,13,0.0,camioneta,,75.8,2,1
ENT-01634,loja,358.9,1.236,40.1,6,10,3.4,camion liviano,71.0,54.5,0,0
ENT-02917,Cariamanga,94.8,0.577,63.6,7,10,0.0,camioneta,45.0,48.7,1,1
ENT-00689,Machala,498.3,2.359,29.6,11,13,3.5,camioneta,78.0,37.5,0,0
ENT-01241,Loja,85.0,0.577,80.8,3,12,2.9,camioneta,22.0,77.3,0,0
ENT-00063,Loja,254.3,1.042,7.8,3,8,,camioneta,33.0,42.7,0,0
ENT-00853,Macara,577.1,3.696,17.2,8,13,1.3,camion liviano,51.0,50.7,0,0
ENT-02807,Catamayo,368.0,1.892,44.4,3,9,0.0,camioneta,,47.1,0,0
ENT-02527,Loja,300.0,1.427,61.0,3,9,1.2,camion pesado,18.0,80.5,1,1
ENT-01263,Machala,512.4,1.777,76.3,12,10,0.0,camioneta,50.0,19.3,0,1
ENT-00224,Catamayo,331.3,1.041,19.9,5,6,0.5,camioneta,7.0,58.5,7,1
ENT-02194,Loja,70.5,0.222,25.7,13,10,2.7,camioneta,23.0,77.5,2,1
ENT-00374,Loja,157.6,0.926,97.5,2,10,5.1,camioneta,18.0,61.0,1,0
ENT-01825,Macara,242.3,1.105,34.8,8,11,1.9,camioneta,10.0,40.0,0,0
ENT-02589,Macara,331.2,1.535,26.2,7,8,2.7,camion pesado,,68.0,1,1
ENT-02927,Cariamanga,115.0,0.454,77.2,6,11,3.3,camioneta,11.0,31.8,2,1
ENT-02651,Zamora,610.9,2.758,31.4,7,11,0.0,camioneta,107.0,83.5,0,0
ENT-02739,Zamora,305.8,1.166,75.0,15,12,0.6,camioneta,44.0,57.9,1,1
ENT-00010,Loja,451.6,1.744,47.8,2,13,0.9,camioneta,95.0,49.1,4,1
ENT-01945,Saraguro,45.2,0.161,51.0,8,10,0.9,camion liviano,8.0,83.1,1,1
ENT-01839,Saraguro,271.2,1.016,10.4,2,7,0.8,camion liviano,47.0,54.0,2,1
ENT-00709,Catamayo,166.0,0.773,12.1,15,10,0.0,camioneta,23.0,87.1,2,1
ENT-00256,Machala,429.4,1.834,11.2,5,5,1.3,camion pesado,,75.8,0,1
ENT-01618,Loja,178.9,0.995,24.6,8,11,0.0,camioneta,15.0,51.9,1,0
ENT-00390,Macara,211.1,0.876,121.0,4,8,0.2,camion liviano,,81.8,2,1
ENT-01582,Cariamanga,311.2,1.337,6.8,11,14,9.2,camioneta,89.0,77.3,0,0
ENT-00925,Saraguro,274.5,1.912,38.0,11,9,2.5,camion pesado,36.0,74.5,2,1
ENT-02037,Saraguro,389.6,1.389,152.9,2,10,0.0,camioneta,26.0,59.8,0,0
ENT-02820,Loja,471.0,2.287,28.4,5,10,3.6,camioneta,51.0,60.3,1,1
ENT-01225,Saraguro,823.1,4.758,54.4,6,10,0.3,camioneta,26.0,15.4,2,1
ENT-01947,Saraguro,351.9,1.728,54.7,8,11,0.0,camion liviano,27.0,36.7,0,0
ENT-00740,Zamora,121.2,0.485,42.4,3,9,0.8,camioneta,,85.9,0,0
ENT-00041,Loja,180.8,0.706,3.0,2,10,1.0,camion pesado,,50.3,0,0
ENT-00869,Loja,427.2,1.834,11.0,2,4,1.5,camion pesado,,57.7,2,1
ENT-00540,Cariamanga,210.8,1.18,44.7,4,7,0.0,camioneta,9.0,31.2,2,1
ENT-02562,Catamayo,638.1,4.161,134.1,3,10,0.1,camion liviano,,84.2,0,1
ENT-01372,Loja,687.8,2.227,83.0,10,11,0.0,camioneta,15.0,94.0,1,1
ENT-01146,Machala,48.2,0.268,32.4,15,9,1.5,camion liviano,,29.7,3,1
ENT-01032,Cariamanga,154.6,0.593,6.4,5,8,3.6,camioneta,,51.9,3,1
ENT-00373,Saraguro,155.4,0.797,33.5,2,10,0.0,camioneta,,46.3,0,0
ENT-00668,Machala,476.0,1.71,55.5,2,9,1.0,camioneta,47.0,43.1,0,0
ENT-00358,Cariamanga,108.6,0.761,68.6,8,4,4.6,camion liviano,,38.4,1,1
ENT-00968,Zamora,603.2,2.191,46.3,8,12,0.5,camioneta,21.0,38.9,0,0
ENT-01354,Saraguro,296.2,0.943,14.3,10,9,,camioneta,108.0,40.0,0,0
ENT-01036,Machala,293.1,1.686,39.8,6,9,5.4,camioneta,87.0,45.7,0,0
ENT-00471,Saraguro,770.9,2.415,53.5,7,7,0.0,camion liviano,120.0,54.6,1,0
ENT-01397,Saraguro,853.7,3.245,45.7,4,11,0.3,camion liviano,,89.3,1,1
ENT-02675,Catamayo,-1.0,0.808,21.9,2,7,0.4,camioneta,,57.1,0,1
ENT-01550,loja,85.2,0.277,10.6,2,10,,camioneta,10.0,50.8,0,0
ENT-01257,Catamayo,471.0,2.75,42.9,5,7,3.1,camion liviano,18.0,41.9,0,0
ENT-02095,Macara,205.0,1.452,38.5,14,8,1.0,camioneta,96.0,51.1,1,1
ENT-01556,Saraguro,209.7,1.441,20.7,9,9,0.0,camioneta,,37.0,0,1
ENT-02643,Catamayo,110.0,0.378,14.9,4,13,0.5,camioneta,62.0,64.1,1,1
ENT-01251,Loja,233.4,0.829,57.8,5,12,0.0,camion liviano,17.0,32.6,2,1
ENT-01700,Machala,931.0,3.277,79.1,7,10,0.9,camioneta,69.0,65.1,0,0
ENT-01253,Zamora,371.5,1.172,25.9,2,5,0.0,camion pesado,20.0,77.5,1,1
ENT-02838,Cariamanga,645.0,2.481,33.2,1,8,2.6,camioneta,69.0,58.0,2,1
ENT-00080,Catamayo,545.4,2.257,29.1,1,9,1.4,camioneta,,52.4,1,1
ENT-01173,Macara,365.9,2.474,20.9,11,8,1.4,camioneta,10.0,71.5,0,0
ENT-00815,Macara,325.0,1.562,63.0,2,6,3.1,camioneta,64.0,56.3,3,1
ENT-01853,Zamora,142.5,0.502,51.1,7,7,0.0,camion liviano,21.0,43.2,0,0
ENT-02221,Cariamanga,413.8,1.371,30.9,6,9,0.0,camioneta,53.0,63.2,0,0
ENT-02683,Cariamanga,590.5,1.882,60.4,2,7,0.0,camioneta,46.0,80.2,1,0
ENT-02106,Machala,413.3,1.772,22.0,2,4,0.9,camion pesado,94.0,90.1,1,0
ENT-00134,Cariamanga,489.4,2.934,22.6,2,13,0.0,camioneta,75.0,34.8,0,0
ENT-01141,Catamayo,485.2,2.333,83.1,11,4,5.1,camioneta,32.0,67.6,0,1
ENT-00934,MACARA,269.5,1.055,19.5,3,6,1.6,camioneta,,66.4,4,1
ENT-00929,Saraguro,326.0,1.164,11.9,2,12,1.6,camion liviano,61.0,53.3,2,1
ENT-00824,Saraguro,253.4,1.109,104.9,1,4,0.4,camion liviano,58.0,61.4,2,1
ENT-01532,Saraguro,396.7,1.25,23.8,5,8,0.0,camioneta,16.0,12.3,0,0
ENT-01215,Catamayo,566.9,4.015,71.3,2,8,,camion liviano,19.0,73.0,2,1
ENT-00505,Saraguro,51.5,0.327,6.0,6,11,0.0,camioneta,109.0,46.2,0,0
ENT-01361,Zamora,370.4,2.126,22.1,2,8,1.1,camion liviano,24.0,85.5,1,1
ENT-02396,Catamayo,273.2,1.57,26.2,5,8,0.0,camion liviano,,85.0,0,1
ENT-01997,Zamora,246.7,0.827,60.5,6,10,3.3,camion liviano,,80.8,6,1
ENT-02435,Saraguro,78.8,0.309,28.8,8,12,,camioneta,34.0,77.2,2,1
ENT-01959,Cariamanga,135.2,0.459,37.2,6,11,,camioneta,13.0,77.5,0,0
ENT-01385,Machala,530.2,1.661,54.7,7,8,0.7,camioneta,96.0,57.5,2,1
ENT-00895,Loja,248.0,0.884,100.9,5,10,2.5,camion liviano,11.0,88.6,4,1
ENT-00829,Machala,364.7,1.287,1.5,1,10,1.7,camion liviano,17.0,97.2,0,0
ENT-02978,Machala,78.5,0.322,42.2,1,8,1.8,camion pesado,63.0,56.4,0,0
ENT-01684,machala,247.4,0.922,20.3,1,10,2.1,camion liviano,21.0,29.9,2,1
ENT-02628,Machala,539.4,2.466,22.2,4,10,1.2,camion liviano,20.0,65.1,0,0
ENT-02612,Loja,578.6,2.318,45.6,6,9,0.0,camion liviano,,36.7,0,0
ENT-02564,Machala,121.9,0.81,19.3,1,9,0.0,camion pesado,113.0,56.8,1,1
ENT-00653,Macara,169.1,0.746,95.6,17,9,0.6,camioneta,27.0,31.6,2,1
ENT-00173,Zamora,386.1,1.345,48.0,8,7,1.6,camion liviano,27.0,76.3,2,1
ENT-00039,machala,408.6,2.414,10.4,4,12,0.0,camioneta,,56.0,1,0
ENT-02918,Zamora,45.1,0.172,18.6,5,7,,camioneta,,84.7,1,1
ENT-00714,Lója,435.0,1.444,79.3,1,7,1.5,camion liviano,,43.1,2,1
ENT-00091,Cariamanga,628.7,3.929,16.2,7,6,3.2,camioneta,58.0,36.1,1,1
ENT-00645,Catamayo,38.0,0.238,15.6,17,12,0.5,camion liviano,48.0,77.2,1,1
ENT-01206,Zamora,289.7,1.327,19.0,2,10,2.5,camioneta,94.0,52.4,6,1
ENT-02639,Catamayo,-1.0,0.371,26.6,7,6,1.2,camioneta,16.0,42.7,0,1
ENT-01828,Catamayo,132.0,0.441,46.8,2,7,0.0,camion liviano,48.0,63.8,0,1
ENT-01156,Lója,178.9,0.939,59.3,8,9,0.0,camioneta,,53.8,2,1
ENT-01325,Cariamanga,286.1,1.525,74.9,2,8,0.9,camion pesado,29.0,37.9,4,1
ENT-00217,Macara,299.9,0.975,47.6,1,13,0.8,camioneta,68.0,58.3,0,0
ENT-00511,Saraguro,330.8,1.614,15.3,6,8,0.5,camioneta,18.0,37.3,0,0
ENT-01681,Catamayo,425.0,2.928,24.7,6,9,0.5,camioneta,7.0,39.1,1,1
ENT-00500,Machala,262.0,0.923,49.9,3,10,3.6,camion liviano,85.0,35.9,0,1
ENT-02530,Cariamanga,304.4,1.661,10.6,9,12,0.3,camioneta,39.0,64.8,2,1
ENT-01857,Machala,131.4,0.507,26.8,6,12,4.1,camioneta,,33.6,0,0
ENT-01389,Macara,350.5,1.338,55.1,7,4,4.2,camion liviano,53.0,55.0,3,1
ENT-01520,Machala,530.5,2.209,29.7,7,9,0.6,camioneta,19.0,79.3,1,0
ENT-02387,Catamayo,311.3,1.851,81.2,3,9,0.3,camion pesado,32.0,81.6,0,1
ENT-02777,Machala,468.0,1.913,9.3,2,13,0.7,camioneta,72.0,63.5,0,0
ENT-02077,Catamayo,447.8,1.42,46.0,4,10,0.9,camioneta,7.0,62.6,0,0
ENT-01541,LOJA,148.1,0.926,60.1,6,11,2.2,camioneta,30.0,51.4,2,1
ENT-01218,Machala,212.6,0.759,18.6,10,9,2.5,camioneta,81.0,37.5,0,1
ENT-01417,Loja,289.6,1.141,27.3,1,8,0.4,camion pesado,11.0,28.8,0,1
ENT-02218,Machala,325.4,1.019,36.0,3,9,0.3,camioneta,23.0,39.2,0,0
ENT-02571,Macara,179.4,0.596,34.3,4,10,0.4,camioneta,62.0,38.3,0,0
ENT-01677,Cariamanga,76.1,0.49,9.3,1,11,3.0,camioneta,23.0,67.0,0,0
ENT-01198,Zamora,80.3,0.497,9.9,2,8,0.0,camioneta,31.0,33.5,1,1
ENT-01543,Loja,199.7,1.113,55.6,7,7,4.1,camion pesado,95.0,28.9,0,0
ENT-00954,Cariamanga,380.6,1.223,28.9,16,10,0.4,camion liviano,39.0,89.9,1,1
ENT-00751,Catamayo,331.5,1.145,57.8,1,7,0.8,camion liviano,,87.0,0,1
ENT-00235,Saraguro,540.9,2.021,13.5,8,9,0.0,camion liviano,,57.2,0,0
ENT-00733,Cariamanga,382.8,1.295,15.4,4,8,0.0,camioneta,,74.4,1,1
ENT-00204,Catamayo,233.9,0.894,37.4,5,8,6.2,camioneta,69.0,87.9,2,1
ENT-01157,MACARA,281.0,0.925,52.4,10,7,0.0,camion pesado,,81.5,1,1
ENT-02627,Lója,339.8,2.016,92.9,10,8,1.2,camioneta,14.0,62.4,3,1
ENT-02446,Macara,255.9,1.38,29.9,4,7,0.0,camion liviano,22.0,68.8,0,0
ENT-01210,Saraguro,112.9,0.562,37.0,5,9,0.7,camioneta,74.0,7.5,0,0
ENT-01066,Zamora,167.1,0.661,21.6,4,6,1.0,camion pesado,81.0,86.5,0,0
ENT-02157,Cariamanga,448.9,2.108,11.9,4,9,0.0,camion liviano,51.0,50.5,0,0
ENT-01063,Saraguro,226.1,1.482,47.2,8,10,3.4,camioneta,61.0,34.8,0,0
ENT-01168,Cariamanga,445.4,1.644,47.4,1,9,1.4,camioneta,18.0,30.4,0,0
ENT-01493,Cariamanga,375.5,1.505,70.2,1,9,0.5,camion liviano,79.0,56.5,4,1
ENT-02727,Macara,299.2,1.653,17.7,4,8,0.4,camioneta,16.0,31.3,0,0
ENT-00885,loja,61.0,0.264,40.0,2,7,0.0,camion liviano,,85.1,0,1
ENT-00144,Machala,86.6,0.294,54.6,3,5,2.9,camion liviano,61.0,79.3,0,0
ENT-03000,Machala,655.2,2.824,49.0,4,11,0.0,camioneta,,71.8,1,0
ENT-00851,loja,356.1,1.174,29.6,7,9,4.3,camion liviano,3.0,44.2,0,1
ENT-00718,Cariamanga,44.1,0.237,29.4,3,11,,camion pesado,17.0,76.3,2,1
ENT-02900,Catamayo,347.9,2.262,15.6,6,11,4.7,camioneta,13.0,95.5,1,1
ENT-02503,Saraguro,59.6,0.205,9.5,4,10,0.6,camion liviano,36.0,70.0,0,0
ENT-00265,Saraguro,429.9,1.565,121.4,5,9,2.8,camioneta,66.0,52.6,3,1
ENT-00076,Saraguro,285.1,1.053,54.3,3,8,6.5,camion liviano,14.0,67.5,0,1
ENT-02493,Loja,100.7,0.376,18.9,4,6,1.8,camioneta,,63.9,0,0
ENT-00396,Catamayo,975.6,3.636,2.3,4,8,2.8,camion liviano,,33.2,4,1
ENT-02810,Zamora,828.6,2.622,67.3,2,17,0.1,camion pesado,52.0,69.7,0,0
ENT-02225,Cariamanga,632.2,2.344,21.6,9,12,0.0,camion pesado,104.0,76.0,1,1
ENT-02857,Catamayo,188.0,0.669,47.1,7,10,0.0,camion liviano,19.0,29.3,0,0
ENT-00397,Macara,270.9,0.867,22.2,6,13,2.3,camion liviano,,84.1,1,1
ENT-01366,Catamayo,426.0,1.87,38.9,4,9,0.0,camion liviano,17.0,89.0,0,0
ENT-02552,Saraguro,98.9,0.474,52.8,5,9,1.2,camion liviano,,41.0,1,1
ENT-01904,Machala,101.8,0.533,39.8,8,12,4.1,camion liviano,,54.6,2,0
ENT-00596,Cariamanga,121.5,0.382,117.1,14,8,6.6,camion pesado,19.0,26.1,3,1
ENT-02110,Zamora,179.7,0.839,79.0,5,5,0.2,camioneta,,40.7,0,1
ENT-01297,Saraguro,415.7,1.807,39.0,1,10,0.1,camioneta,28.0,54.4,5,1
ENT-01822,Macara,311.0,1.168,4.6,3,8,0.0,camion pesado,85.0,27.5,0,0
ENT-00873,Catamayo,134.2,0.679,9.5,4,7,7.4,camioneta,,39.8,0,0
ENT-02969,Saraguro,22.6,0.074,31.4,5,9,1.6,camioneta,11.0,79.3,0,0
ENT-02327,Machala,417.7,1.394,66.1,3,10,4.0,camion liviano,36.0,49.2,0,0
ENT-01549,Loja,361.7,1.588,18.3,6,6,3.0,camion liviano,,67.7,1,1
ENT-00037,Macara,426.8,1.754,22.3,9,8,0.4,camioneta,138.0,37.4,0,1
ENT-02579,Catamayo,152.0,0.634,57.0,10,8,2.0,camioneta,70.0,25.5,0,0
ENT-02144,Zamora,219.1,1.435,11.1,9,7,4.2,camion liviano,,85.3,0,0
ENT-02610,Saraguro,105.3,0.645,55.4,3,12,0.8,camion liviano,48.0,29.3,0,0
ENT-00978,Catamayo,94.5,0.386,56.3,3,13,0.1,camion liviano,72.0,35.7,0,0
ENT-01572,Loja,58.6,0.206,11.2,4,6,2.0,camioneta,67.0,64.5,4,1
ENT-01123,Saraguro,308.6,2.148,35.9,6,15,5.0,camion liviano,23.0,66.8,2,1
ENT-02240,Cariamanga,625.4,2.191,37.9,2,10,8.1,camioneta,14.0,38.4,2,1
ENT-02505,Zamora,228.4,0.972,28.6,9,6,2.7,camion liviano,12.0,28.7,2,1
ENT-01893,Saraguro,227.0,0.827,18.6,5,10,1.6,camioneta,50.0,46.7,0,0
ENT-00676,Loja,182.5,0.65,124.1,9,12,,camion liviano,29.0,27.2,3,1
ENT-00729,LOJA,337.3,1.241,78.0,4,16,0.1,camion liviano,24.0,38.1,2,1
ENT-00413,Cariamanga,103.8,0.63,33.5,5,7,0.0,camioneta,,48.6,0,0
ENT-01517,Cariamanga,293.2,1.597,43.0,1,10,1.0,camioneta,,75.8,0,0
ENT-01650,Zamora,347.9,1.269,78.2,4,7,2.3,camion liviano,60.0,29.1,0,1
ENT-00826,Zamora,206.9,0.984,40.3,2,12,0.6,camioneta,67.0,71.3,3,1
ENT-00617,Loja,239.6,1.361,73.6,3,10,0.1,camioneta,119.0,62.1,0,0
ENT-00115,Machala,483.8,1.843,32.7,14,10,6.9,camion liviano,29.0,28.5,3,1
ENT-00418,Saraguro,247.8,1.068,43.9,4,6,,camioneta,42.0,82.3,0,0
ENT-01626,Saraguro,312.3,1.007,24.2,3,12,0.2,camioneta,44.0,82.7,2,1
ENT-02997,Macara,533.9,3.755,21.9,2,10,0.2,camioneta,32.0,60.8,0,0
ENT-00090,Macara,241.5,0.885,60.4,11,10,0.6,camioneta,,80.0,3,1
ENT-02083,Zamora,64.4,0.317,44.7,6,8,0.2,camioneta,88.0,60.3,0,0
ENT-00754,Catamayo,77.3,0.411,21.3,1,7,1.7,camion liviano,34.0,95.6,0,1
ENT-02547,Saraguro,189.7,0.75,29.3,1,8,0.0,camion liviano,153.0,18.9,0,0
ENT-01631,Machala,383.6,1.252,39.0,3,4,1.5,camion pesado,47.0,9.7,2,1
ENT-00012,Catamayo,390.3,1.456,7.7,3,11,0.0,camioneta,59.0,82.9,0,0
ENT-02445,Catamayo,491.5,2.871,24.4,6,4,0.3,camioneta,44.0,68.1,2,1
ENT-00285,Catamayo,217.0,1.335,97.7,7,5,0.0,camion pesado,39.0,92.3,1,1
ENT-01067,Cariamanga,259.1,1.129,50.5,10,11,1.7,camion liviano,,41.8,3,1
ENT-01192,Loja,159.1,1.114,18.7,3,9,0.0,camion pesado,14.0,64.3,0,0
ENT-01441,Catamayo,94.7,0.304,57.7,2,7,0.0,camion pesado,,75.3,1,1
ENT-02859,Saraguro,352.4,1.252,51.7,7,4,0.2,camion liviano,13.0,44.1,0,1
ENT-02858,Machala,133.6,0.683,17.5,5,6,1.5,camion liviano,62.0,46.4,0,0
ENT-02766,Cariamanga,166.2,1.021,101.5,1,9,,camion pesado,26.0,11.4,0,1
ENT-01569,Loja,311.3,1.221,100.4,7,7,3.8,camion pesado,48.0,31.6,0,1
ENT-02428,Loja,182.6,0.9,35.2,5,8,3.7,camioneta,,92.2,2,1
ENT-02631,loja,128.7,0.499,33.8,6,7,15.4,camioneta,23.0,75.3,1,1
ENT-01688,Cariamanga,380.7,1.469,169.9,4,7,0.0,camioneta,95.0,82.7,0,0
ENT-00852,Loja,194.8,0.844,8.5,4,10,1.6,camioneta,58.0,40.3,0,0
ENT-02208,Catamayo,281.5,1.541,14.4,5,7,0.0,camion liviano,64.0,50.4,0,0
ENT-00896,Saraguro,88.1,0.491,44.0,3,5,5.0,camion liviano,6.0,50.5,2,1
ENT-00497,Saraguro,90.1,0.542,82.4,8,13,0.0,camion liviano,37.0,79.4,0,1
ENT-02306,Machala,149.5,0.478,23.3,15,10,0.4,camioneta,5.0,49.1,0,1
ENT-01783,Cariamanga,437.6,2.122,1.7,2,8,0.0,camion liviano,,75.6,0,0
ENT-00336,Macara,157.0,0.59,8.7,2,9,1.2,camion liviano,,59.6,0,0
ENT-00516,Loja,203.0,1.195,53.5,3,10,,camion pesado,36.0,25.4,1,1
ENT-01349,Loja,113.8,0.392,46.0,1,8,2.9,camioneta,,6.2,1,1
ENT-01016,Zamora,191.5,1.27,38.7,8,13,0.7,camion liviano,37.0,51.8,1,0
ENT-02866,Catamayo,372.3,1.211,30.4,4,10,0.7,camion liviano,,88.0,3,1
ENT-02861,Saraguro,1164.6,3.962,15.4,10,10,,camion pesado,45.0,17.1,1,1
ENT-01782,Saraguro,205.0,0.79,24.3,5,8,3.1,camion pesado,33.0,50.9,1,1
ENT-02570,Machala,396.2,1.837,18.7,7,5,0.0,camioneta,,77.7,0,1
ENT-01786,Zamora,795.3,3.575,33.6,4,11,1.4,camioneta,42.0,94.6,0,0
ENT-02071,machala,1107.8,4.717,6.5,2,5,0.0,camion liviano,13.0,75.2,0,0
ENT-00357,Cariamanga,448.7,1.526,64.2,2,9,0.8,camioneta,43.0,82.3,0,1
ENT-02910,Catamayo,416.8,1.577,29.5,1,8,,camioneta,14.0,78.5,0,0
ENT-01313,Saraguro,199.3,1.215,67.1,2,8,1.3,camioneta,4.0,38.7,5,1
ENT-01636,Saraguro,584.2,2.335,187.6,8,11,0.0,camioneta,93.0,18.5,2,1
ENT-00551,Cariamanga,183.6,0.621,68.9,14,7,3.6,camion liviano,,82.0,2,1
ENT-02389,Cariamanga,147.3,0.701,34.1,3,13,1.8,camioneta,43.0,61.0,3,1
ENT-02480,Loja,516.2,1.957,105.3,15,9,2.5,camion liviano,,69.3,1,1
ENT-02522,Macara,319.8,1.144,25.4,5,8,0.4,camion liviano,15.0,59.7,0,1
ENT-02266,MACARA,88.9,0.342,46.7,4,13,3.5,camion liviano,,71.0,2,1
ENT-01228,Catamayo,270.7,1.61,64.4,2,11,1.1,camion liviano,19.0,33.4,0,1
ENT-00913,Macara,604.8,3.909,64.5,7,7,,camioneta,,70.4,3,1
ENT-00958,loja,188.9,0.847,49.9,2,10,1.1,camioneta,37.0,74.6,1,1
ENT-01774,Cariamanga,51.1,0.205,8.2,5,4,5.9,camion liviano,44.0,71.5,1,1
ENT-02142,Machala,174.5,1.219,22.1,2,8,1.1,camion liviano,70.0,45.5,0,0
ENT-01009,Cariamanga,72.4,0.36,16.2,7,10,0.6,camioneta,115.0,79.1,2,1
ENT-01093,Lója,184.0,0.771,78.9,7,8,9.8,camioneta,2.0,40.6,1,1
ENT-02729,Catamayo,112.6,0.401,12.3,1,7,1.3,camion liviano,8.0,85.2,0,0
ENT-00997,Catamayo,172.9,0.769,16.5,5,8,0.5,camion pesado,42.0,32.0,4,1
ENT-01680,Zamora,149.3,0.753,98.1,5,9,3.7,camioneta,91.0,42.5,0,1
ENT-00154,Loja,146.4,0.569,1.8,4,10,0.7,camioneta,65.0,36.6,0,0
ENT-02840,Cariamanga,815.1,4.766,35.7,11,6,0.7,camion liviano,,73.3,3,1
ENT-00581,Loja,273.4,1.66,71.8,4,10,1.0,camioneta,88.0,47.1,0,0
ENT-01471,Cariamanga,51.3,0.183,20.3,5,10,6.7,camion liviano,102.0,76.6,0,0
ENT-00704,Zamora,940.0,3.876,35.9,8,6,0.3,camioneta,159.0,98.5,1,1
ENT-01213,Loja,80.2,0.263,61.6,2,11,0.0,camion pesado,11.0,96.2,2,1
ENT-00897,Catamayo,486.4,2.533,25.0,3,9,0.0,camion liviano,,27.8,0,0
ENT-00488,Loja,582.4,2.828,17.1,9,10,0.0,camion liviano,,59.0,4,1
ENT-00560,Loja,251.4,1.198,29.0,6,8,1.2,camion liviano,20.0,18.4,0,0
ENT-01142,Catamayo,60.1,0.234,57.6,14,8,2.2,camioneta,61.0,69.4,4,1
ENT-01120,Loja,478.3,2.425,97.6,6,6,1.7,camioneta,,82.3,2,1
ENT-00513,Cariamanga,96.0,0.309,39.0,6,4,3.1,camion liviano,,17.4,1,1
ENT-00634,Zamora,99.1,0.431,47.7,7,4,1.8,camioneta,166.0,40.5,0,1
ENT-02638,Catamayo,415.8,2.139,75.7,4,8,0.5,camion liviano,,77.3,1,1
ENT-01665,Loja,207.3,0.783,33.2,4,9,0.0,camion pesado,,54.9,1,1
ENT-01013,Catamayo,737.5,4.886,87.3,4,10,0.0,camion pesado,36.0,70.0,1,1
ENT-01932,Saraguro,554.2,3.925,78.6,7,10,24.1,camion liviano,40.0,70.3,1,1
ENT-01151,Catamayo,1316.4,4.238,53.5,8,9,0.0,camioneta,81.0,59.8,2,1
ENT-02863,Loja,615.6,2.102,11.4,9,9,5.5,camion pesado,,54.2,1,1
ENT-00117,Cariamanga,182.4,0.865,94.1,6,10,0.0,camion pesado,73.0,86.4,1,1
ENT-00741,Macara,151.9,1.074,41.5,1,11,4.1,camion liviano,33.0,73.9,1,1
ENT-02819,Saraguro,53.8,0.184,47.2,8,9,5.3,camioneta,87.0,52.1,0,1
ENT-01975,Machala,68.3,0.271,42.1,3,4,,camioneta,3.0,45.3,1,1
ENT-01082,Catamayo,230.4,1.522,8.6,4,8,1.8,camioneta,39.0,62.3,2,1
ENT-01811,Loja,117.2,0.4,29.6,10,10,0.7,camioneta,,37.1,0,0
ENT-00831,Catamayo,307.2,1.657,40.0,6,8,0.0,camioneta,74.0,23.3,0,0
ENT-00120,Loja,300.2,1.069,58.8,6,9,2.1,camioneta,,55.1,0,0
ENT-00657,Cariamanga,356.1,1.21,44.5,2,8,0.0,camioneta,,65.4,0,0
ENT-02788,Machala,616.7,2.394,6.8,4,11,0.1,camion liviano,43.0,81.9,1,1
ENT-02747,Zamora,832.7,5.515,21.0,3,7,,camion liviano,14.0,62.5,0,0
ENT-02990,Catamayo,285.9,1.335,32.0,6,8,0.6,camion liviano,71.0,78.3,3,1
ENT-00636,Macara,641.1,2.274,21.1,7,10,0.1,camioneta,74.0,83.0,3,1
ENT-00370,Macara,725.8,3.825,30.1,2,12,,camion liviano,98.0,18.3,1,1
ENT-00269,Machala,271.3,1.196,19.8,16,5,0.3,camioneta,42.0,53.2,2,1
ENT-00047,Machala,223.3,1.116,48.5,3,12,1.0,camioneta,16.0,41.3,4,1
ENT-00992,Loja,49.5,0.186,85.2,3,8,0.7,camion liviano,59.0,23.4,1,1
ENT-00877,Loja,108.5,0.39,56.2,10,9,0.0,camioneta,59.0,65.0,0,0
ENT-00774,Catamayo,-1.0,0.982,67.2,1,7,4.0,camion liviano,31.0,39.2,0,0
ENT-01220,Machala,278.3,1.126,155.2,2,12,0.0,camion pesado,13.0,97.6,3,1
ENT-01127,Saraguro,341.9,1.901,6.6,3,9,0.7,camioneta,28.0,29.0,0,0
ENT-00005,Loja,13.8,0.08,55.0,8,10,0.8,camioneta,27.0,37.1,2,1
ENT-01596,Loja,99.0,0.613,24.0,4,7,0.9,camion liviano,,8.5,0,0
ENT-02312,Macara,179.7,0.578,41.2,5,6,4.6,camion liviano,,64.5,0,0
ENT-02492,Loja,185.3,0.69,32.9,2,6,1.4,camion liviano,54.0,70.9,0,1
ENT-01078,Cariamanga,190.2,0.654,26.4,8,6,1.8,camioneta,11.0,85.4,0,0
ENT-00838,Macara,22.1,0.111,33.5,3,13,0.3,camion liviano,25.0,74.4,0,1
ENT-00682,Cariamanga,362.6,1.347,8.0,1,5,0.1,camioneta,128.0,27.6,1,0
ENT-01716,Zamora,322.4,1.483,57.5,1,6,0.9,camion pesado,,39.9,1,0
ENT-02353,Catamayo,245.5,1.675,58.4,2,10,0.0,camion liviano,,67.2,1,0
ENT-02618,Saraguro,241.8,0.81,18.2,13,9,0.0,camion pesado,,40.5,1,1
ENT-02362,Catamayo,237.8,1.136,68.1,4,12,0.0,camion pesado,,65.0,0,1
