id_cliente,canton,tipo_negocio,antiguedad_meses,frecuencia_pedidos_mes,ticket_promedio,sku_distintos,distancia_bodega_km,descuento_promedio,ventas_trimestre,recompra_90d,segmento
AND-0899,Loja,tienda de barrio,17,7,19.11,35,18.9,10.7,406.31,0,barrio
AND-0900,Machala,minimarket,37,9,19.57,15,7.2,7.2,617.2,1,barrio
AND-0901,Loja,tienda de barrio,19,5,16.82,34,20.9,7.3,232.19,0,barrio
AND-0902,Loja,tienda de barrio,26,7,17.33,28,2.2,18.6,290.16,0,barrio
AND-0903,Loja,tienda de barrio,33,2,22.26,22,28.0,24.0,119.81,0,barrio
AND-0904,Loja,tienda de barrio,50,6,17.87,18,1.7,8.2,397.94,1,barrio
AND-0905,Catamayo,tienda de barrio,48,15,236.01,169,26.2,4.9,8960.61,1,mayorista
AND-0906,Machala,restaurante,21,9,52.68,50,11.5,10.0,1488.27,1,minimarket
AND-0907,Zamora,tienda de barrio,16,8,16.69,26,8.2,2.8,460.62,0,barrio
AND-0908,Macara,tienda de barrio,56,5,13.21,13,33.7,7.4,141.55,0,barrio
AND-0909,Loja,minimarket,19,6,11.65,43,13.8,17.6,206.21,0,barrio
AND-0910,Machala,minimarket,36,5,16.99,33,20.1,6.6,268.65,1,barrio
AND-0911,Catamayo,tienda de barrio,8,7,55.69,52,3.8,24.8,1021.8,1,minimarket
AND-0912,Macara,tienda de barrio,6,14,158.25,146,51.6,11.3,5845.19,0,mayorista
AND-0913,Macara,restaurante,28,18,208.41,143,21.6,17.1,9736.85,1,mayorista
AND-0914,Loja,restaurante,24,13,212.5,134,21.6,11.3,7595.84,1,mayorista
AND-0915,Saraguro,tienda de barrio,41,15,130.68,149,28.5,10.6,5423.62,1,mayorista
AND-0916,Machala,minimarket,17,15,171.71,145,0.8,1.9,7196.38,1,mayorista
AND-0917,Loja,tienda de barrio,32,9,19.69,25,55.1,8.3,492.12,0,barrio
AND-0918,Macara,tienda de barrio,40,7,19.6,21,14.8,11.6,459.08,0,barrio
AND-0919,Machala,tienda de barrio,18,5,13.97,27,52.9,22.1,163.74,0,barrio
AND-0920,Catamayo,panaderia,22,12,56.95,63,14.4,5.4,1599.31,1,minimarket
AND-0921,Catamayo,tienda de barrio,13,5,22.54,23,11.8,10.4,379.71,0,barrio
AND-0922,Catamayo,tienda de barrio,42,12,65.25,52,27.1,17.3,2138.64,1,minimarket
AND-0923,Zamora,tienda de barrio,37,8,53.86,80,74.5,9.3,1185.06,1,minimarket
AND-0924,Catamayo,tienda de barrio,38,8,16.24,9,43.7,23.0,350.18,0,barrio
AND-0925,Saraguro,tienda de barrio,24,5,15.67,27,29.3,5.9,236.05,1,barrio
AND-0926,Loja,minimarket,37,4,19.95,18,26.8,2.3,221.66,0,barrio
AND-0927,Machala,minimarket,3,6,18.79,43,20.8,10.0,347.32,0,barrio
AND-0928,Machala,tienda de barrio,25,10,63.17,49,51.3,5.5,1636.89,1,minimarket
AND-0929,Cariamanga,tienda de barrio,61,9,56.62,51,34.3,4.6,1443.91,1,minimarket
AND-0930,Machala,panaderia,27,11,65.86,48,5.0,7.4,1583.28,1,minimarket
AND-0931,Macara,tienda de barrio,47,5,18.38,26,8.2,7.9,311.33,1,barrio
AND-0932,Machala,tienda de barrio,24,7,21.39,6,30.0,17.6,409.31,0,barrio
AND-0933,Loja,panaderia,54,7,21.8,16,6.9,4.4,491.02,1,barrio
AND-0934,Loja,minimarket,16,10,46.08,34,21.5,4.4,1445.87,0,minimarket
AND-0935,Machala,tienda de barrio,34,9,36.95,63,36.4,24.6,970.18,0,minimarket
AND-0936,Catamayo,tienda de barrio,18,6,25.28,16,27.2,3.0,449.34,1,barrio
AND-0937,Catamayo,tienda de barrio,31,17,222.2,122,5.9,12.9,11327.45,1,mayorista
AND-0938,Zamora,tienda de barrio,19,9,12.34,35,8.7,3.0,290.65,1,barrio
AND-0939,Cariamanga,panaderia,27,18,179.48,124,27.9,12.9,7910.18,1,mayorista
AND-0940,Catamayo,minimarket,21,8,21.33,32,69.2,6.5,492.6,0,barrio
AND-0941,Catamayo,tienda de barrio,39,11,16.93,14,18.2,6.9,497.86,1,barrio
AND-0942,Catamayo,tienda de barrio,35,11,49.14,79,37.2,6.6,1902.22,1,minimarket
AND-0943,Loja,tienda de barrio,18,7,24.5,31,27.4,10.9,517.57,0,barrio
AND-0944,Loja,tienda de barrio,18,7,14.3,10,11.4,2.6,270.86,0,barrio
AND-0945,Saraguro,minimarket,16,4,15.1,11,37.5,5.4,171.28,0,barrio
AND-0946,Zamora,tienda de barrio,14,5,18.86,29,3.7,2.2,285.4,0,barrio
AND-0947,Catamayo,restaurante,40,9,59.93,57,35.7,3.7,1581.04,0,minimarket
AND-0948,Catamayo,minimarket,15,11,61.35,58,28.6,4.5,2061.05,1,minimarket
AND-0949,Cariamanga,restaurante,33,16,256.62,155,12.3,6.9,12098.36,1,mayorista
AND-0950,Loja,panaderia,20,6,18.8,13,7.5,26.1,254.08,1,barrio
AND-0951,Catamayo,restaurante,46,8,20.05,23,13.3,3.0,359.62,0,barrio
AND-0952,Loja,restaurante,69,7,17.0,33,10.6,22.5,310.65,1,barrio
AND-0953,Cariamanga,tienda de barrio,3,6,18.25,32,15.9,11.9,337.16,1,barrio
AND-0954,Loja,tienda de barrio,16,5,18.43,20,14.5,16.3,247.2,0,barrio
AND-0955,Catamayo,tienda de barrio,20,18,220.18,137,12.3,9.1,13474.52,1,mayorista
AND-0956,Cariamanga,minimarket,24,17,248.9,119,3.5,19.4,11675.36,1,mayorista
AND-0957,Zamora,minimarket,23,7,62.14,47,6.5,15.8,1462.14,0,minimarket
AND-0958,Macara,tienda de barrio,12,5,18.18,26,41.7,6.5,308.83,0,barrio
AND-0959,Machala,panaderia,70,6,15.06,20,12.6,1.2,309.34,0,barrio
AND-0960,Macara,panaderia,24,7,18.27,23,16.2,1.3,326.46,0,barrio
AND-0961,Catamayo,minimarket,35,7,17.89,34,13.8,8.3,364.51,0,barrio
AND-0962,Loja,tienda de barrio,36,6,18.78,8,52.1,6.8,385.92,0,barrio
AND-0963,Loja,tienda de barrio,10,7,29.25,19,10.4,10.2,611.42,0,barrio
AND-0964,Loja,tienda de barrio,22,6,16.04,24,9.7,28.0,276.88,1,barrio
AND-0965,Loja,tienda de barrio,40,15,230.44,132,29.1,15.3,8148.42,1,mayorista
AND-0966,Catamayo,minimarket,56,6,22.77,39,22.8,4.3,517.28,1,barrio
AND-0967,Macara,tienda de barrio,22,16,214.58,151,29.7,5.0,9114.18,1,mayorista
AND-0968,Macara,tienda de barrio,11,6,30.11,25,28.3,9.6,402.76,1,barrio
AND-0969,Loja,tienda de barrio,19,7,50.61,82,38.2,20.0,937.28,0,minimarket
AND-0970,Saraguro,minimarket,22,5,19.33,5,5.7,9.4,203.31,0,barrio
AND-0971,Loja,tienda de barrio,21,6,15.1,22,27.1,21.6,216.43,0,barrio
AND-0972,Saraguro,restaurante,16,6,16.66,26,9.8,2.5,414.19,0,barrio
AND-0973,Saraguro,tienda de barrio,10,6,19.01,11,2.4,6.8,317.17,0,barrio
AND-0974,Loja,restaurante,13,17,252.98,144,28.2,21.0,9850.78,0,mayorista
AND-0975,Loja,tienda de barrio,19,4,19.31,9,27.0,5.7,227.39,0,barrio
AND-0976,Machala,tienda de barrio,40,7,72.55,68,19.5,9.9,1304.09,1,minimarket
AND-0977,Saraguro,restaurante,49,5,17.63,35,38.7,19.4,273.83,1,barrio
AND-0978,Cariamanga,minimarket,29,7,16.73,25,9.9,4.6,307.43,0,barrio
AND-0979,Loja,minimarket,13,9,32.63,5,31.6,8.2,883.79,1,barrio
AND-0980,Loja,minimarket,20,7,19.63,10,17.4,3.8,349.93,0,barrio
AND-0981,Catamayo,tienda de barrio,6,14,179.26,147,18.4,9.8,10157.42,1,mayorista
AND-0982,Machala,panaderia,56,10,47.21,60,2.8,6.0,1477.23,1,minimarket
AND-0983,Loja,tienda de barrio,18,10,44.7,28,39.0,15.1,1239.45,0,minimarket
AND-0984,Loja,panaderia,33,6,22.12,37,26.3,10.2,368.24,0,barrio
AND-0985,Machala,restaurante,47,7,16.61,24,30.7,6.5,316.47,0,barrio
AND-0986,Saraguro,panaderia,65,15,215.97,130,8.7,6.2,8593.39,1,mayorista
AND-0987,Loja,panaderia,42,6,17.75,34,24.1,2.6,285.49,1,barrio
AND-0988,Cariamanga,minimarket,21,7,21.14,14,17.3,15.1,520.11,0,barrio
AND-0989,Saraguro,minimarket,36,7,14.94,14,27.3,9.4,281.43,0,barrio
AND-0990,Machala,tienda de barrio,64,9,43.41,64,23.3,7.3,863.7,1,minimarket
AND-0991,Loja,panaderia,18,9,57.78,81,58.9,10.9,1284.44,0,minimarket
AND-0992,Zamora,minimarket,10,6,62.77,79,47.1,4.9,1250.66,0,minimarket
AND-0993,Loja,tienda de barrio,16,9,59.17,64,15.8,8.2,1497.28,0,minimarket
AND-0994,Zamora,panaderia,35,5,15.06,28,28.2,13.8,210.21,0,barrio
AND-0995,Zamora,tienda de barrio,21,14,243.75,149,14.7,9.7,11474.32,1,mayorista
AND-0996,Zamora,panaderia,26,6,15.28,7,38.0,6.0,242.87,0,barrio
AND-0997,Machala,panaderia,38,10,49.04,68,17.9,10.2,1534.6,1,minimarket
AND-0998,Macara,tienda de barrio,15,2,14.62,13,13.1,13.8,76.16,0,barrio
AND-0999,Loja,tienda de barrio,25,16,279.6,144,23.8,5.1,14180.38,1,mayorista
AND-1000,Loja,minimarket,19,5,20.69,19,44.7,7.4,286.57,0,barrio
AND-1001,Catamayo,tienda de barrio,62,7,20.56,28,40.0,9.2,403.61,0,barrio
AND-1002,Saraguro,restaurante,42,4,23.68,23,13.8,1.4,314.43,0,barrio
AND-1003,Loja,tienda de barrio,21,6,33.42,5,55.5,6.4,646.68,1,barrio
AND-1004,Macara,tienda de barrio,21,6,12.36,24,9.1,16.2,204.18,1,barrio
AND-1005,Macara,tienda de barrio,66,10,46.75,68,11.8,1.4,1311.99,1,minimarket
AND-1006,Machala,panaderia,63,6,15.72,27,36.9,4.6,342.18,0,barrio
AND-1007,Catamayo,minimarket,35,16,174.15,139,2.4,4.8,8858.18,1,mayorista
AND-1008,Zamora,panaderia,26,4,14.2,42,20.2,4.9,158.9,0,barrio
AND-1009,Macara,restaurante,12,8,51.49,64,15.7,4.1,1117.27,0,minimarket
AND-1010,Machala,minimarket,16,5,13.77,27,57.7,6.6,230.0,0,barrio
AND-1011,Zamora,tienda de barrio,11,10,59.21,73,7.7,21.1,1656.82,0,minimarket
AND-1012,Loja,tienda de barrio,48,9,55.63,64,8.5,2.4,1456.84,0,minimarket
AND-1013,Loja,panaderia,12,7,20.01,11,63.0,3.0,421.62,0,barrio
AND-1014,Machala,tienda de barrio,21,16,234.82,111,15.9,5.1,11546.34,1,mayorista
AND-1015,Macara,restaurante,7,4,20.55,16,43.5,20.9,225.11,0,barrio
AND-1016,Zamora,panaderia,9,6,16.58,31,13.9,10.0,335.57,1,barrio
AND-1017,Zamora,minimarket,39,10,87.71,56,11.4,9.6,2984.91,1,minimarket
AND-1018,Macara,minimarket,32,11,57.91,70,45.0,16.4,1918.67,0,minimarket
AND-1019,Zamora,restaurante,27,9,11.95,24,73.1,5.2,378.07,0,barrio
AND-1020,Machala,panaderia,21,5,14.44,37,47.3,6.8,211.17,0,barrio
AND-1021,Machala,minimarket,9,16,143.19,136,13.2,1.5,7475.08,1,mayorista
AND-1022,Catamayo,tienda de barrio,19,11,55.21,66,19.5,7.2,2018.58,0,minimarket
AND-1023,Loja,tienda de barrio,24,16,204.45,146,8.9,7.7,10871.9,1,mayorista
AND-1024,Loja,tienda de barrio,37,5,16.24,40,10.3,19.5,253.83,1,barrio
AND-1025,Catamayo,restaurante,46,8,85.6,40,9.8,4.6,2190.63,0,minimarket
AND-1026,Zamora,minimarket,40,5,20.31,16,14.2,23.1,358.0,0,barrio
AND-1027,Zamora,panaderia,32,14,246.37,150,21.9,28.0,8607.59,0,mayorista
AND-1028,Catamayo,tienda de barrio,27,3,14.67,41,20.1,7.2,125.81,0,barrio
AND-1029,Loja,panaderia,30,9,44.15,63,33.3,1.7,1151.69,1,minimarket
AND-1030,Saraguro,tienda de barrio,18,4,18.15,18,22.8,8.3,201.0,0,barrio
AND-1031,Zamora,panaderia,28,11,57.13,69,31.1,12.2,1387.47,1,minimarket
AND-1032,Cariamanga,tienda de barrio,24,11,36.56,70,34.6,23.4,1312.76,1,minimarket
AND-1033,Loja,restaurante,81,5,17.3,18,13.4,14.4,214.52,1,barrio
AND-1034,Catamayo,minimarket,30,16,210.65,144,17.6,20.5,9521.87,1,mayorista
AND-1035,Saraguro,tienda de barrio,6,3,17.17,36,123.6,3.8,126.57,0,barrio
AND-1036,Saraguro,tienda de barrio,20,9,45.99,83,12.5,2.4,1333.66,0,minimarket
AND-1037,Zamora,tienda de barrio,22,7,15.99,31,32.3,4.2,298.3,0,barrio
AND-1038,Machala,tienda de barrio,43,7,17.31,23,6.1,14.9,295.63,1,barrio
AND-1039,Loja,tienda de barrio,32,5,18.36,21,35.3,18.1,262.78,1,barrio
AND-1040,Loja,tienda de barrio,31,8,20.56,29,10.8,19.3,417.04,0,barrio
AND-1041,Catamayo,tienda de barrio,53,4,22.83,21,20.7,15.0,239.59,0,barrio
AND-1042,Loja,tienda de barrio,63,8,51.55,62,5.1,12.0,1206.75,1,minimarket
AND-1043,Catamayo,minimarket,39,11,49.75,47,19.1,18.5,1692.06,1,minimarket
AND-1044,Loja,tienda de barrio,21,13,60.56,76,19.4,6.7,2068.74,0,minimarket
AND-1045,Loja,tienda de barrio,22,7,20.59,8,17.1,21.4,348.83,0,barrio
AND-1046,Zamora,panaderia,2,6,16.36,17,27.5,8.0,286.29,0,barrio
AND-1047,Loja,tienda de barrio,49,2,21.42,23,42.4,15.2,129.79,0,barrio
AND-1048,Zamora,minimarket,21,7,68.23,84,8.5,11.2,1658.27,0,minimarket
AND-1049,Loja,restaurante,26,10,73.08,55,17.5,7.9,1849.41,1,minimarket
AND-1050,Loja,panaderia,20,5,26.62,14,3.2,6.0,374.29,1,barrio
AND-1051,Loja,minimarket,13,8,45.45,53,22.6,9.7,1223.53,0,minimarket
AND-1052,Loja,minimarket,77,6,18.06,42,7.9,10.9,402.52,1,barrio
AND-1053,Catamayo,panaderia,26,6,18.04,5,20.0,8.8,275.73,1,barrio
AND-1054,Zamora,panaderia,57,8,17.62,10,23.3,4.7,377.21,0,barrio
AND-1055,Machala,tienda de barrio,22,6,15.6,55,3.9,7.6,286.44,0,barrio
AND-1056,Loja,minimarket,18,12,39.67,67,25.9,4.3,1302.88,0,minimarket
AND-1057,Loja,panaderia,37,16,214.33,127,41.0,1.5,9267.16,1,mayorista
AND-1058,Loja,panaderia,46,6,15.2,21,30.3,10.1,271.46,1,barrio
AND-1059,Zamora,tienda de barrio,48,8,18.34,23,8.7,28.0,480.4,1,barrio
AND-1060,Loja,tienda de barrio,24,8,46.18,70,19.0,10.4,897.44,0,minimarket
AND-1061,Loja,tienda de barrio,39,21,164.87,162,20.7,5.2,12368.06,1,mayorista
AND-1062,Machala,tienda de barrio,19,11,57.91,65,17.7,5.2,1737.97,0,minimarket
AND-1063,Machala,minimarket,28,7,18.61,16,5.8,21.1,375.6,1,barrio
AND-1064,Macara,tienda de barrio,22,11,62.48,69,10.0,8.6,2451.68,0,minimarket
AND-1065,Loja,tienda de barrio,20,9,29.12,14,16.5,9.4,790.55,0,barrio
AND-1066,Catamayo,tienda de barrio,28,17,223.21,128,23.0,5.3,10728.61,1,mayorista
AND-1067,Loja,panaderia,13,3,20.03,5,12.4,3.0,195.63,0,barrio
AND-1068,Macara,panaderia,44,12,43.39,41,2.7,19.9,1410.37,1,minimarket
AND-1069,Zamora,panaderia,21,5,13.56,11,13.0,5.0,213.48,1,barrio
AND-1070,Loja,restaurante,43,6,25.5,8,58.9,3.1,441.62,1,barrio
AND-1071,Machala,restaurante,15,14,171.39,144,26.0,7.3,7825.03,0,mayorista
AND-1072,Catamayo,tienda de barrio,20,11,43.71,46,22.5,10.2,1156.11,1,minimarket
AND-1073,Zamora,tienda de barrio,13,5,17.85,5,9.8,10.5,225.22,1,barrio
AND-1074,Loja,panaderia,13,16,205.87,127,13.6,11.0,7879.79,0,mayorista
AND-1075,Catamayo,minimarket,16,10,45.1,54,2.5,7.6,1303.85,1,minimarket
AND-1076,Loja,tienda de barrio,15,9,16.83,15,9.2,11.5,356.0,0,barrio
AND-1077,Macara,restaurante,13,9,23.59,40,25.1,4.8,571.4,0,barrio
AND-1078,Loja,tienda de barrio,27,6,15.08,15,22.7,16.6,220.04,0,barrio
AND-1079,Loja,restaurante,37,10,40.48,71,11.4,20.4,1356.49,1,minimarket
AND-1080,Zamora,minimarket,38,5,22.15,22,17.7,9.2,281.77,0,barrio
AND-1081,Macara,tienda de barrio,8,8,20.06,21,20.1,15.7,382.7,0,barrio
AND-1082,Cariamanga,panaderia,22,15,183.2,130,11.9,10.0,8187.01,1,mayorista
AND-1083,Macara,panaderia,21,15,148.27,139,27.1,10.0,7988.54,1,mayorista
AND-1084,Cariamanga,minimarket,54,12,46.69,51,22.3,16.1,1553.14,0,minimarket
AND-1085,Cariamanga,minimarket,23,15,207.49,142,14.0,2.6,9197.27,1,mayorista
AND-1086,Catamayo,tienda de barrio,25,10,71.08,57,6.2,21.6,2312.47,1,minimarket
AND-1087,Loja,tienda de barrio,10,7,43.78,49,13.1,11.0,986.97,0,minimarket
AND-1088,Catamayo,tienda de barrio,16,11,53.99,72,12.4,3.3,1859.08,1,minimarket
AND-1089,Loja,tienda de barrio,10,9,20.88,27,11.4,3.9,514.82,0,barrio
AND-1090,Catamayo,tienda de barrio,28,7,10.66,17,4.0,7.7,230.5,1,barrio
AND-1091,Catamayo,minimarket,55,8,22.6,24,48.7,7.0,442.22,1,barrio
AND-1092,Loja,tienda de barrio,16,9,42.4,59,47.1,16.1,990.28,0,minimarket
AND-1093,Zamora,minimarket,23,6,19.36,12,17.2,11.2,401.67,0,barrio
AND-1094,Macara,tienda de barrio,15,4,19.0,23,22.9,9.3,260.39,1,barrio
AND-1095,Saraguro,tienda de barrio,18,10,69.82,53,26.8,3.3,2189.04,0,minimarket
AND-1096,Machala,restaurante,28,7,20.32,11,17.4,2.6,328.74,0,barrio
AND-1097,Loja,restaurante,69,6,10.67,5,24.1,5.3,160.8,1,barrio
AND-1098,Loja,panaderia,53,8,46.28,56,29.6,4.9,997.65,0,minimarket
AND-1099,Loja,tienda de barrio,62,8,56.7,67,21.7,4.4,1308.24,1,minimarket
AND-1100,Saraguro,minimarket,43,4,17.24,14,33.3,10.5,168.74,0,barrio
AND-1101,Loja,tienda de barrio,23,7,19.99,52,11.1,7.8,394.36,1,barrio
AND-1102,Machala,minimarket,21,9,21.41,33,19.0,22.6,664.15,1,barrio
AND-1103,Loja,restaurante,16,12,62.88,76,96.8,0.9,2376.51,1,minimarket
AND-1104,Saraguro,tienda de barrio,4,7,52.47,70,38.8,1.1,1128.87,0,minimarket
AND-1105,Saraguro,restaurante,23,8,11.99,44,22.1,3.2,249.0,0,barrio
AND-1106,Loja,minimarket,55,11,49.76,51,8.5,4.0,1306.55,1,minimarket
AND-1107,Macara,tienda de barrio,55,4,19.73,5,19.7,22.3,184.51,1,barrio
AND-1108,Macara,tienda de barrio,82,6,14.16,17,37.1,11.3,195.98,0,barrio
AND-1109,Zamora,panaderia,29,18,241.29,147,31.9,7.4,12782.9,1,mayorista
AND-1110,Cariamanga,tienda de barrio,12,7,21.98,24,3.0,9.2,468.03,0,barrio
AND-1111,Catamayo,tienda de barrio,35,4,18.51,25,4.2,15.2,184.47,0,barrio
AND-1112,Catamayo,tienda de barrio,69,7,9.17,38,4.4,8.1,190.19,0,barrio
AND-1113,Macara,restaurante,59,7,41.52,65,27.1,15.8,991.26,1,minimarket
AND-1114,Catamayo,tienda de barrio,20,16,318.01,150,4.5,7.8,19097.74,1,mayorista
AND-1115,Catamayo,restaurante,13,18,186.21,129,8.1,9.4,10712.74,1,mayorista
AND-1116,Loja,minimarket,12,6,11.63,9,16.9,13.4,194.09,1,barrio
AND-1117,Macara,tienda de barrio,17,5,23.62,41,41.3,8.4,377.38,0,barrio
AND-1118,Loja,tienda de barrio,19,11,55.16,61,28.1,1.3,2159.15,0,minimarket
AND-1119,Machala,panaderia,22,8,22.95,15,15.4,7.0,412.87,1,barrio
AND-1120,Loja,tienda de barrio,38,18,223.19,133,34.0,4.1,14382.7,1,mayorista
AND-1121,Catamayo,tienda de barrio,21,11,60.84,52,70.4,4.5,1838.12,1,minimarket
AND-1122,Loja,tienda de barrio,27,8,19.5,13,19.9,5.8,426.82,0,barrio
AND-1123,Loja,panaderia,9,11,64.12,45,5.9,7.9,1959.15,1,minimarket
AND-1124,Loja,minimarket,16,6,29.71,5,8.4,13.6,528.34,1,barrio
AND-1125,Macara,tienda de barrio,16,6,22.29,20,8.3,3.2,342.98,0,barrio
AND-1126,Loja,tienda de barrio,8,10,38.85,53,10.2,11.2,1074.75,0,minimarket
AND-1127,Loja,tienda de barrio,21,4,19.86,35,14.5,9.9,245.45,0,barrio
AND-1128,Loja,panaderia,9,8,70.7,64,23.5,9.3,1683.26,0,minimarket
AND-1129,Loja,tienda de barrio,20,10,71.66,63,5.0,2.0,2241.53,1,minimarket
AND-1130,Machala,restaurante,28,16,191.19,131,6.0,3.0,8697.12,1,mayorista
AND-1131,Catamayo,panaderia,56,18,271.35,139,29.4,7.6,15567.01,1,mayorista
AND-1132,Zamora,tienda de barrio,15,6,22.08,26,12.5,28.0,406.85,0,barrio
AND-1133,Catamayo,panaderia,28,8,31.7,31,9.2,12.8,823.38,1,barrio
AND-1134,Catamayo,minimarket,18,12,46.63,59,15.9,24.7,1606.05,1,minimarket
AND-1135,Zamora,minimarket,9,16,187.82,153,46.3,10.6,9770.45,1,mayorista
AND-1136,Loja,tienda de barrio,56,7,16.83,22,32.3,1.4,393.67,0,barrio
AND-1137,Machala,restaurante,29,6,16.16,32,30.8,5.1,403.85,0,barrio
AND-1138,Saraguro,tienda de barrio,34,8,14.8,16,57.4,5.0,408.14,1,barrio
AND-1139,Catamayo,panaderia,61,7,9.8,5,24.3,7.4,197.65,0,barrio
AND-1140,Machala,tienda de barrio,20,8,49.98,63,60.9,13.0,1012.18,0,minimarket
AND-1141,Loja,tienda de barrio,11,6,19.52,31,64.1,5.8,332.06,1,barrio
AND-1142,Machala,restaurante,15,13,49.34,67,5.2,6.1,1799.79,0,minimarket
AND-1143,Machala,tienda de barrio,11,10,84.19,65,3.8,20.3,2488.57,0,minimarket
AND-1144,Loja,tienda de barrio,48,11,55.16,56,7.8,15.7,1561.54,1,minimarket
AND-1145,Catamayo,panaderia,70,7,23.91,12,43.2,11.5,560.35,0,barrio
AND-1146,Zamora,tienda de barrio,28,4,19.07,29,16.1,10.2,183.53,0,barrio
AND-1147,Loja,panaderia,39,11,65.97,65,14.6,8.7,1701.81,0,minimarket
AND-1148,Macara,restaurante,44,8,58.48,53,34.6,24.8,1247.54,1,minimarket
AND-1149,Loja,tienda de barrio,63,5,24.32,35,11.9,7.2,317.9,0,barrio
AND-1150,Loja,minimarket,69,18,212.6,129,22.1,11.3,9324.42,1,mayorista
AND-1151,Saraguro,restaurante,7,7,20.08,15,29.4,8.5,375.47,0,barrio
AND-1152,Macara,restaurante,18,16,227.63,160,8.5,10.6,9492.96,1,mayorista
AND-1153,Macara,minimarket,26,7,16.89,32,6.8,9.1,342.73,0,barrio
AND-1154,Cariamanga,minimarket,17,6,19.68,18,19.8,15.2,307.68,0,barrio
AND-1155,Loja,minimarket,22,6,29.43,25,21.7,7.9,478.88,1,barrio
AND-1156,Catamayo,tienda de barrio,33,7,16.96,24,32.8,5.5,348.41,0,barrio
AND-1157,Loja,minimarket,5,5,19.74,5,7.7,17.9,314.57,0,barrio
AND-1158,Loja,tienda de barrio,33,6,23.74,11,10.4,13.3,490.89,0,barrio
AND-1159,Loja,tienda de barrio,43,6,23.13,21,63.7,13.7,402.05,0,barrio
AND-1160,Cariamanga,tienda de barrio,27,7,55.14,56,38.2,4.2,1173.13,1,minimarket
AND-1161,Loja,panaderia,4,5,10.65,25,17.3,2.7,154.37,0,barrio
AND-1162,Loja,tienda de barrio,21,13,61.62,74,42.5,12.7,2433.37,1,minimarket
AND-1163,Macara,tienda de barrio,31,11,33.75,56,7.7,5.6,1146.47,0,minimarket
AND-1164,Loja,tienda de barrio,45,4,24.87,9,15.8,11.3,339.17,0,barrio
AND-1165,Machala,tienda de barrio,42,4,18.68,26,21.6,23.3,159.64,1,barrio
AND-1166,Catamayo,restaurante,24,10,68.53,56,14.4,7.5,1936.65,0,minimarket
AND-1167,Loja,tienda de barrio,17,12,45.1,58,14.8,5.6,1660.25,0,minimarket
AND-1168,Machala,tienda de barrio,25,6,12.79,18,31.6,7.8,222.55,0,barrio
AND-1169,Cariamanga,restaurante,8,12,58.25,87,38.6,21.9,1699.65,1,minimarket
AND-1170,Zamora,tienda de barrio,18,7,17.87,5,13.2,10.6,304.02,0,barrio
AND-1171,Catamayo,tienda de barrio,50,7,16.16,17,5.5,1.0,375.41,0,barrio
AND-1172,Catamayo,panaderia,25,8,56.03,60,4.4,4.6,1197.14,1,minimarket
AND-1173,Cariamanga,panaderia,32,8,33.09,13,2.2,7.3,614.41,0,barrio
AND-1174,Catamayo,tienda de barrio,10,9,66.08,71,56.7,17.1,1863.15,1,minimarket
AND-1175,Saraguro,minimarket,45,7,22.67,32,31.7,7.9,489.99,0,barrio
AND-1176,Loja,minimarket,24,9,66.22,59,26.9,11.8,1681.28,1,minimarket
AND-1177,Loja,minimarket,31,6,24.92,19,11.8,11.5,380.66,1,barrio
AND-1178,Loja,tienda de barrio,35,7,17.26,21,11.7,3.9,351.8,0,barrio
AND-1179,Zamora,panaderia,44,6,11.45,21,39.5,3.1,238.51,1,barrio
AND-1180,Catamayo,minimarket,29,7,17.27,21,3.8,7.6,285.41,0,barrio
AND-1181,Machala,minimarket,24,10,65.75,58,13.6,2.1,1596.6,1,minimarket
AND-1182,Loja,restaurante,12,5,14.54,25,43.4,6.7,195.83,0,barrio
AND-1183,Saraguro,panaderia,10,9,17.31,31,13.6,7.2,452.86,0,barrio
AND-1184,Loja,panaderia,28,8,15.46,7,30.6,1.8,345.45,0,barrio
AND-1185,Macara,tienda de barrio,32,5,25.05,9,17.9,14.9,385.09,1,barrio
AND-1186,Zamora,tienda de barrio,34,11,64.86,39,0.7,3.0,2437.39,1,minimarket
AND-1187,Saraguro,minimarket,15,5,20.77,32,17.3,16.6,302.42,1,barrio
AND-1188,Catamayo,tienda de barrio,18,14,240.77,143,20.1,28.0,9705.26,1,mayorista
AND-1189,Macara,minimarket,28,8,17.85,28,16.3,4.9,435.46,1,barrio
AND-1190,Loja,panaderia,20,7,57.44,43,6.5,5.1,1184.04,0,minimarket
AND-1191,Cariamanga,minimarket,86,7,13.87,43,16.4,4.2,242.21,1,barrio
AND-1192,Macara,tienda de barrio,18,6,11.13,15,2.4,14.5,165.5,0,barrio
AND-1193,Loja,panaderia,33,16,217.05,142,13.5,12.7,8313.45,0,mayorista
AND-1194,Cariamanga,minimarket,41,17,225.51,150,32.3,5.4,11046.81,1,mayorista
AND-1195,Macara,tienda de barrio,42,17,274.0,128,54.6,19.2,13338.83,1,mayorista
AND-1196,Loja,minimarket,20,5,25.43,15,48.6,6.9,307.56,0,barrio
AND-1197,Loja,tienda de barrio,35,7,25.43,24,7.5,4.6,529.56,1,barrio
AND-1198,Catamayo,panaderia,33,10,44.16,94,4.6,10.5,1134.58,0,minimarket
AND-1199,Zamora,tienda de barrio,36,4,16.66,26,21.6,5.5,170.3,1,barrio
